,price,adress,Комнат,Площадь,Кухня,Этаж,Ремонт,Тип сделки,Количество балконов,Мусоропровод,Год постройки,Материал стен,Серия дома,Количество этажей,Лифт,Тип перекрытий,Тип фундамента,Горячее водоснабжение,Количество квартир,Холодное водоснабжение,Теплоснабжение,Энергоснабжение,Водоотведение,Балкон,Детская площадка,Год ввода в эксплуатацию,Класс энергоэффективности,Количество подъездов,Количество лифтов,Жилая,Высота потолков,Грузовой лифт,Газ,Лет в собственности,Вид из окон,Вентиляция,Количество собственников,Несовершеннолетние собственники,Прописанные несовершеннолетние,Перепланировка,Спортивная площадка,Санузел,Наименьшее количество этажей,Площадь парковки,latitude,longitude
0,10800000.0,"Владивосток, Аллилуева улица, 3",3.0,65.1,12.0,8.0,1,Свободная продажа,1.0,есть,1982.0,Панельный,П-43,16.0,1.0,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,,,,,1,,,,,,,,,,,,,,,,,,,,,43.1273453,131.92523920371065
1,4700000.0,"Владивосток, улица Нейбута, 2ак",1.0,28.4,6.0,25.0,0,,1.0,,2023.0,Монолитно-кирпичный,,25.0,,Железобетонный,,Центральное,275.0,,,,,1,,,,,,,,,,,,,,,,,,,,,43.1247669,131.9573481
2,4350000.0,"Приморскийкрай, Владивосток, 2",2.0,44.0,8.0,2.0,1,Свободная продажа,1.0,,1950.0,Блочный,,2.0,,Деревянный,Ленточный,,,Центральное,Центральное,Центральное,Центральное,0,,,,,,,,,,,,,,,,,,,,,,
3,5850000.0,"Приморскийкрай, Владивосток, улица Полковника Фесюна, 16",,36.6,6.0,3.0,0,Свободная продажа,1.0,,2024.0,Монолитный,,25.0,,Железобетонный,,Центральное,311.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,
4,15300000.0,"Владивосток, улица Леонова, 70",4.0,71.0,6.0,21.0,1,Свободная продажа,,,2019.0,Монолитный,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.08745,131.856284
5,9300000.0,"Владивосток, Луч, улица Тухачевского, 61",2.0,91.0,20.0,3.0,0,,1.0,,2014.0,Монолитный,,4.0,,Железобетонный,,Поквартирный котел,,,,,,1,есть,2018.0,,,,,,,,,,,,,,,,,,,,
6,13400000.0,"Владивосток, улица Майора Филипова, 14",2.0,62.2,,3.0,1,Свободная продажа,1.0,,2021.0,Монолитный,,24.0,,Железобетонный,,Центральное,219.0,,,,,0,,,,,,,,,,,,,,,,,,,,,43.168588400000004,131.94950257893308
7,4000000.0,"Владивосток, улица Часовитина, 21",1.0,34.2,10.0,2.0,0,,,есть,1982.0,Панельный,у-0101,9.0,1.0,Железобетонный,Ленточный,,152.0,,,,,0,,,E,,,,,,,,,,,,,,,,,,43.096342899999996,131.94498826067343
8,7000000.0,"Владивосток, Луговая улица, 64",3.0,62.9,5.8,2.0,1,,,,1974.0,Панельный,П-30,5.0,,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,Центральное,,,0,,,,,,,,,,,,,,,,,,,,,43.1334597,131.9466641998299
9,3700000.0,"Владивосток, Дом№20",1.0,23.3,3.3,1.0,1,,,,,Панельный,,9.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
10,2950000.0,"Владивосток, Сельская улица, 8",,16.8,5.0,9.0,1,,,есть,1983.0,Панельный,ПП-83,9.0,1.0,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.13214205,131.9387794
11,4850000.0,"Владивосток, Чистый Квартал, Русская улица, 63л",1.0,36.8,10.0,2.0,0,,1.0,,,Панельный,,10.0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
12,11800000.0,"Владивосток, проспект Красного Знамени, 160а",2.0,53.3,25.1,1.0,1,,,,2019.0,Монолитный,,24.0,,Железобетонный,,Центральное,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.1203675,131.93121880348838
13,5100000.0,"Владивосток, 2",1.0,30.9,5.0,3.0,1,,,,1964.0,Кирпичный,1-528,5.0,,Железобетонный,Ленточный,Закрытая с приготовлением горячей воды на ЦТП,,Центральное,,,,0,,,E,,,,,,,,,,,,,,,,,,43.254036049999996,132.00916640629424
14,5950000.0,"Владивосток, улица Маковского, 193",2.0,41.5,6.0,5.0,1,,1.0,,1969.0,Кирпичный,v-кирпичный,5.0,,Железобетонный,,,,Центральное,Центральное,,Центральное,1,,,,4.0,,,,,,,,,,,,,,,,,43.23368255,132.0224931993368
15,3150000.0,"Приморскийкрай, Владивосток, улица Сабанеева, 1",2.0,34.3,4.5,8.0,1,,1.0,,,Кирпично-монолитный,,25.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
16,13950000.0,"Владивосток, проспект Красного Знамени, 30",4.0,76.0,5.0,5.0,1,Свободная продажа,1.0,есть,1979.0,Кирпичный,01-пз индивидуальный проект,9.0,1.0,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,,,,,0,,,,,1.0,,,,,,,,,,,,,,,,43.12845945,131.89490095
17,5000000.0,"Владивосток, улица Часовитина, 1",1.0,33.8,7.0,5.0,1,,1.0,есть,1980.0,Панельный,,9.0,1.0,Железобетонный,Сборный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,,,,1,,,,,1.0,,,,,,,,,,,,,,,,43.096104,131.93924817702876
18,5800000.0,"Владивосток, Находкинская улица, 9дк",2.0,46.6,8.0,4.0,0,,1.0,,,Блочный,,4.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
19,7500000.0,"Владивосток, Монтажная улица, 1",2.0,46.6,7.0,10.0,1,Свободная продажа,2.0,,1971.0,Панельный,121,12.0,1.0,Железобетонный,Ленточный,,48.0,,,,,0,,,E,,1.0,36 м2,,,,,,,,,,,,,,,43.09585935,131.95810908630273
20,13000000.0,"Владивосток, улица Крыгина, 17",3.0,77.0,10.0,2.0,1,,1.0,,1960.0,Кирпичный,v-кирпичный,4.0,,Железобетонный,Иной,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,Центральное,,,0,,,,,,,,,,,,,,,,,,,,,43.0926549,131.8622118
21,4600000.0,"Владивосток, Добровольского улица, 31",1.0,29.5,9.0,1.0,1,,,,1964.0,Панельный,60,5.0,,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,,,,0,,,E,,,,,,,,,,,,,,,,,,43.0950737,131.9759215
22,7200000.0,"Приморскийкрай, Владивосток, Хабаровская улица, 30А",3.0,46.8,6.0,1.0,1,,1.0,,1968.0,Панельный,,5.0,,Железобетонный,Иной,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,Центральное,Центральное,,1,,,,,,,,,,,,,,,,,,,,,,
23,8400000.0,"Владивосток, улица Жигура, 2",3.0,61.5,5.0,1.0,1,,1.0,есть,1978.0,Панельный,81,9.0,1.0,Железобетонный,Ленточный,,,,,,,0,,,B,,1.0,,,,,,,,,,,,,,,,43.1231482,131.9255264018442
24,28000000.0,"Владивосток, Металлистов улица, 5",,,,,1,,,,2010.0,Кирпичный,"14/14, индивидуальный",21.0,1.0,Железобетонный,,Закрытая с приготовлением горячей воды на ЦТП,,Центральное,,Центральное,,1,,,,,,,,,,,,,,,,,,,,,43.11591745,131.91289706248307
25,8750000.0,"Владивосток, Нерчинская улица, 48",2.0,48.1,7.0,7.0,1,Свободная продажа,1.0,,1975.0,Панельный,а жилой дом,9.0,1.0,Железобетонный,,Закрытая с приготовлением горячей воды на ЦТП,,Центральное,,,,1,,,C,,,30 м2,2.6,,,,,,,,,,,,,,43.12586795,131.90094443792572
26,7500000.0,"Владивосток, улица Ладыгина, 5",2.0,49.2,10.0,9.0,1,,1.0,есть,1991.0,Панельный,,10.0,1.0,Железобетонный,Иной,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,,,,0,,,,,,,,,,,,,,,,,,,,,43.1223189,131.95522444891597
27,8900000.0,"Владивосток, проспект 100",4.0,66.8,7.0,9.0,1,Альтернатива,1.0,есть,1968.0,Панельный,,9.0,1.0,Железобетонный,,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,Центральное,,,1,,,,,1.0,,,,,,,,,,,,,,,,43.1552073,131.911553
28,4550000.0,"Приморскийкрай, Владивосток, улица Полковника Фесюна, 16",,26.3,,9.0,0,Свободная продажа,,,2024.0,Монолитный,,25.0,,Железобетонный,,Центральное,311.0,,,,,0,,,,,,"24,3 м2",,нет,нет,,,,,,,,,,,,,
29,7200000.0,"Владивосток, Фрегат, улица Ватутина, 4в",1.0,39.7,11.7,2.0,1,Свободная продажа,,есть,2013.0,Монолитный,,16.0,1.0,Железобетонный,Ленточный,Закрытая с приготовлением горячей воды на ЦТП,,Центральное,,,,1,,,,,,20 м2,,,,Больше пяти,,,,,,,,,,,,
30,8200000.0,"Владивосток, улица Адмирала Кузнецова, 84",3.0,67.1,9.0,8.0,1,,1.0,есть,1984.0,Панельный,111-83,9.0,1.0,Железобетонный,Иной,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.115323450000005,131.94906901653374
31,7500000.0,"Владивосток, Русская улица, 58а",2.0,43.7,,8.0,1,Свободная продажа,1.0,есть,1970.0,Панельный,,9.0,1.0,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,,,,,1,,,D,,,,,,,,,,,,,,,,,,43.16715775,131.91898180291722
32,9350000.0,"Владивосток, Некрасовский переулок, 3",3.0,64.1,7.7,2.0,0,Альтернатива,1.0,есть,1968.0,Панельный,,9.0,1.0,Железобетонный,,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,Центральное,,,0,,,,,,,,,,,,,,,,,,,,,43.11866675,131.8949865572513
33,4100000.0,"Владивосток, Окатовая улица, 20",1.0,23.1,4.0,1.0,1,,,есть,1976.0,Панельный,"121, панельный жилой дом",9.0,1.0,Железобетонный,,Закрытая с приготовлением горячей воды на ЦТП,,,,,,0,,,C,,1.0,,,,,,,,,,,,,,,,43.0947292,131.9189942402603
34,5200000.0,"Владивосток, Чистый Квартал, Русская улица, 63л",1.0,36.8,10.0,3.0,0,Свободная продажа,1.0,,,Панельный,,10.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
35,5800000.0,"Владивосток, улица Адмирала Кузнецова, 49",,,,,0,,,есть,1988.0,Панельный,,9.0,1.0,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,,,,,1,,,C,,,,,,,,,,,,,,,,,,43.121777,131.952567827646
36,6990000.0,"Владивосток, Камский переулок, 14",2.0,40.3,7.0,1.0,1,,1.0,есть,1972.0,Кирпичный,II-29,9.0,1.0,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.1396762,131.9147724404844
37,3170000.0,"Владивосток, Сельская улица, 6",,16.7,3.0,2.0,1,,,есть,1984.0,Панельный,ПП-83,9.0,,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,,,,0,,,,,,,,,,,,,,,,,,,,,43.13249664999999,131.9397511092788
38,4000000.0,"Владивосток, Русская улица, 79",1.0,23.3,4.0,2.0,1,Свободная продажа,,есть,1974.0,Кирпичный,v-кирпичный,9.0,1.0,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.171970200000004,131.93467763064615
39,12500000.0,"Владивосток, Русская улица, 95",3.0,53.0,10.0,22.0,0,,1.0,,2022.0,Монолитный,,25.0,,Железобетонный,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.17579885,131.94006015
40,7300000.0,"Владивосток, Луговая улица, 74",3.0,54.1,6.5,8.0,1,,1.0,есть,1985.0,Панельный,ПП-83,12.0,1.0,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,,,,,1,,,,,,,,,,,,,,,,,,,,,43.132404449999996,131.94715715
41,6800000.0,"Владивосток, улица Фадеева, 4а",2.0,45.4,4.0,7.0,1,Свободная продажа,,есть,1974.0,Кирпичный,v-кирпичный,9.0,1.0,Железобетонный,Иной,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.1054592,131.9432869
42,7100000.0,"Владивосток, Луговая улица, 60",2.0,46.8,6.0,2.0,1,,1.0,,1970.0,Панельный,П-30,5.0,,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,90.0,Центральное,,,,0,,,,,,,,,,,,,,,,,,,,,43.1320235,131.94524168829554
43,7300000.0,"Владивосток, улица Тухачевского, 52",2.0,45.7,6.6,7.0,1,Свободная продажа,1.0,есть,1977.0,Панельный,81,9.0,1.0,Железобетонный,Ленточный,,,,,,,0,,,D,,,30 м2,,,,,на улицу,,,,,,,,,,43.157516650000005,131.9287431406459
44,7990000.0,"Владивосток, улица Крыгина, 94",1.0,39.3,10.0,14.0,0,,1.0,,2015.0,Монолитный,25,25.0,1.0,Железобетонный,Сборный,,,Центральное,,,,0,,,A,,,,,,,,,,,,,,,,,,43.0830431,131.8519583
45,4500000.0,"Владивосток, улица Героев Хасана, 18",1.0,24.0,5.0,4.0,1,,1.0,есть,1969.0,Кирпичный,,9.0,1.0,Железобетонный,Сборный,Закрытая с приготовлением горячей воды на ЦТП,,Центральное,,,,0,,,,,,,,,,,,,,,,,,,,,43.0995533,131.9453877
46,9500000.0,"Владивосток, Каштановая улица, 15",3.0,63.2,8.0,7.0,1,,1.0,,1992.0,Панельный,1-панельный,10.0,1.0,Железобетонный,Иной,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,,,,1,,,,,,,,,,,,,,,,,,,,,43.08769155,131.9133636115639
47,6000000.0,"Владивосток, Находкинская улица, 9дк",2.0,48.2,8.0,3.0,0,,1.0,,,Блочный,,4.0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
48,13900000.0,"Владивосток, Русская улица, 89",3.0,55.0,,6.0,1,,1.0,,2020.0,Монолитный,,18.0,,Железобетонный,,Центральное,157.0,,,,,1,,,,,,,,,,,,,,,,,,,,,43.1747299,131.93686554964611
49,5700000.0,"Владивосток, Фрегат, улица Ватутина, 4ж",1.0,37.2,8.0,5.0,0,,1.0,,2019.0,Монолитно-кирпичный,,25.0,,Железобетонный,,Центральное,296.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,
50,4700000.0,"Владивосток, улица Адмирала Горшкова, 81",,24.3,12.0,10.0,0,,1.0,,2021.0,Монолитный,,18.0,,Железобетонный,,Центральное,200.0,,,,,1,,,,,,,,,,,,,,,,,,,,,43.17030115,131.96070571744082
51,6350000.0,"Владивосток, Карьерная улица, 20",2.0,38.7,6.0,2.0,1,,1.0,,1975.0,Кирпичный,,5.0,,Железобетонный,,Закрытая с приготовлением горячей воды на ЦТП,,Центральное,Центральное,Центральное,Центральное,1,,,,,,,,,,,,,,,,,,,,,43.14790455,131.96793652345048
52,8500000.0,"Владивосток, улица Вилкова, 12",3.0,62.3,8.0,3.0,1,Свободная продажа,1.0,,1973.0,Блочный,1-панельный,5.0,,Железобетонный,Сборный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,Центральное,,,1,,,,,,,,,,,,,,,,,,,,,43.10152895,131.9319402056235
53,6000000.0,"Владивосток, проспект 100",1.0,28.7,5.0,4.0,1,,1.0,,1964.0,Панельный,II-32,5.0,,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,Центральное,,,0,,,,,,,,,,,,,,,,,,,,,43.1552073,131.911553
54,4450000.0,"Владивосток, улица Нейбута, 135",1.0,26.0,8.0,2.0,0,,,,,,,25.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.114587349999994,131.9715006309379
55,7800000.0,"Владивосток, Восточный, Североморская улица, 3к",1.0,40.6,10.0,9.0,0,Свободная продажа,1.0,,2022.0,Монолитный,,17.0,,Железобетонный,,,135.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,
56,5950000.0,"Владивосток, улица Сабанеева, 16в",,,,,0,,,есть,2017.0,Монолитный,II-01,24.0,1.0,Железобетонный,Ленточный,Закрытая с приготовлением горячей воды на ЦТП,,,,,,1,,,,,,,,,,,,,,,,,,,,,43.12880895,131.9511256092946
57,6300000.0,"Приморскийкрай, Владивосток, улица Шошина, 23",2.0,50.7,8.0,8.0,1,,1.0,есть,1979.0,Панельный,П-55,12.0,1.0,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,,,,,1,,,,,2.0,,,,,,,,,,,,,,,,,
58,6700000.0,"Владивосток, улица Олега Кошевого, 25",2.0,41.0,6.0,4.0,1,Свободная продажа,,,1959.0,Кирпичный,,4.0,,Железобетонный,Иной,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,Центральное,Центральное,,0,,,,,,,,,,,,,,,,,,,,,43.0932557,131.9143496296984
59,7300000.0,"Владивосток, улица Надибаидзе, 1",2.0,51.1,,1.0,1,,1.0,есть,1988.0,Панельный,111-83,10.0,1.0,Железобетонный,Ленточный,Закрытая с приготовлением горячей воды на ЦТП,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.09557075,131.89472107811957
60,13832000.0,"Владивосток, Тополевая улица, 30",,,,,0,,,,2022.0,Панельный,,25.0,,,,,,,,,,0,,,,,,,"2,7",,,,,,,,,,,,,,43.0993118,131.88777836321123
61,9200000.0,"Владивосток, улица Басаргина, 6Бк",1.0,40.0,9.0,4.0,1,,1.0,,2021.0,Монолитный,,24.0,,Железобетонный,,Центральное,230.0,,,,,1,,,,,,,,,,,,,,,,,,,,,43.0782588,131.9629933
62,4400000.0,"Владивосток, улица Морозова, 7",,16.6,2.0,3.0,1,,,есть,1983.0,Кирпичный,v-кирпичный,9.0,1.0,Железобетонный,Иной,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,,,,,0,,,,,1.0,,,,,,,,,,,,,,,,43.0924828,131.8642764
63,3580000.0,"Владивосток, проспект Красного Знамени, 133",,22.8,2.0,7.0,1,,,есть,1980.0,Панельный,,9.0,1.0,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,,,,,0,,,C,,,,,,,,,,,,,,,,,,43.12320005,131.93459742018814
64,8600000.0,"Владивосток, Парковка",1.0,36.7,6.0,8.0,1,,1.0,,,Кирпично-монолитный,,25.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.2516149,132.0277025
65,6300000.0,"Владивосток, Луч, улица Тухачевского, 61",1.0,38.2,6.0,1.0,1,,,,2014.0,Монолитный,,4.0,,Железобетонный,,Поквартирный котел,,,,,,0,есть,2018.0,,,,,,,,,,,,,,,,,,,,
66,7900000.0,"Владивосток, Народный проспект, 9",3.0,66.2,8.5,8.0,1,,1.0,,,Панельный,,10.0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,43.122908800000005,131.9248662388357
67,12900000.0,"Владивосток, улица Прапорщика Комарова, 52",2.0,42.0,28.0,3.0,1,Свободная продажа,,,1960.0,Кирпичный,,5.0,,Смешанный,,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,Центральное,Центральное,,0,,,,,,14 м2,,,,От трех до пяти,,Приточно-вытяжная,,,,,,,,,43.12054139999999,131.89367415047582
68,5850000.0,"Владивосток, Стрелковая улица, 18к",,24.7,4.0,8.0,1,,1.0,,2023.0,Монолитный,,24.0,,Железобетонный,,,436.0,,,,,0,,,,,,,,,,,,,,,,,,,,,43.1082278,131.9524003
69,10500000.0,"Владивосток, улица Адмирала Горшкова, 36",2.0,50.1,12.0,1.0,1,,1.0,есть,2010.0,Кирпичный,,10.0,1.0,Железобетонный,Ленточный,Закрытая с приготовлением горячей воды на ЦТП,,Центральное,,,,1,,,,,1.0,,,,,,,,,,,,,,,,43.1657409,131.95189707150683
70,9950000.0,"Владивосток, улица Сабанеева, 25",3.0,74.9,10.0,18.0,0,,1.0,,2023.0,Монолитно-кирпичный,,20.0,,Железобетонный,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.1304084,131.9417062
71,7900000.0,"Приморскийкрай, Владивосток, улица Гульбиновича, 20",2.0,50.1,8.0,3.0,1,Свободная продажа,1.0,есть,1987.0,Панельный,ПП-83,9.0,1.0,Железобетонный,Ленточный,Закрытая с приготовлением горячей воды на ЦТП,,,,,,0,,,,,1.0,,,,,,,,,,,,,,,,,
72,12900000.0,"Владивосток, 3",1.0,40.0,5.0,5.0,1,Свободная продажа,1.0,,2022.0,Монолитный,,7.0,,Железобетонный,,Поквартирный котел,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.1049777,131.8791083
73,11680000.0,"Владивосток, проспект Красного Знамени, 139",1.0,48.6,9.0,12.0,1,Свободная продажа,1.0,,2022.0,Монолитный,,25.0,,Железобетонный,,Поквартирный котел,120.0,,,,,1,,,,,,,,,,,,,,,,,,,,,43.125868249999996,131.93411762227737
74,14400000.0,"Владивосток, Феодосийская улица, 35",3.0,70.6,9.0,12.0,1,Альтернатива,1.0,,2020.0,Кирпичный,,24.0,,Железобетонный,,Поквартирный котел,,,,,,1,,,,,,,,,,,,,,,,,,,,,43.086846800000004,131.9613083997826
75,4500000.0,"Владивосток, Некрасовская улица, 52",1.0,22.6,3.0,3.0,1,Свободная продажа,,есть,1975.0,Панельный,1-464,9.0,1.0,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.1225647,131.9078475
76,13500000.0,"Владивосток, улица Грибоедова, 46а",,,,,1,,,,2022.0,Монолитный,,22.0,,Железобетонный,,Центральное,,,,,,1,,,,,,,,,,,,,,,,,,,,,43.1198395,131.9112378
77,8700000.0,"Владивосток, Можжевеловая улица, 18",,35.6,,14.0,1,Свободная продажа,,есть,2020.0,Монолитный,,21.0,,Железобетонный,,Центральное,202.0,,,,,1,,,,,,32 м2,"2,7",,,От трех до пяти,,,1.0,нет,,,,,,,43.100259199999996,131.91368829406747
78,3800000.0,"Владивосток, Днепровский переулок, 4",1.0,23.0,4.0,7.0,0,Свободная продажа,,есть,1975.0,Панельный,II-29,9.0,1.0,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,,,,,0,,,,,,11 м2,,,,,на улицу,,,,,,,,,,43.1452039,131.91527220136933
79,7000000.0,"Владивосток, улица Черняховского, 21",2.0,50.4,8.0,5.0,1,,1.0,есть,1992.0,Панельный,,10.0,1.0,Железобетонный,Иной,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,,,,1,,,,,,,,,,,,,,,,,,,,,43.1198312,131.9581886012181
80,6600000.0,"Владивосток, улица Котельникова, 16",2.0,45.9,6.0,9.0,1,,1.0,есть,1974.0,Панельный,81,9.0,1.0,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.1299846,131.93260578614002
81,9600000.0,"Владивосток, улица Амурская, 9",3.0,58.2,7.7,2.0,1,Альтернатива,1.0,есть,1968.0,Панельный,,9.0,1.0,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,,,,0,,,,,,,,,,,,,,,,,,,,,43.133465,131.88876585
82,5850000.0,"Владивосток, Зелёный Бульвар, улица Зелёный Бульвар, 27к",1.0,36.7,5.0,8.0,0,Свободная продажа,1.0,,,Панельный,,25.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
83,3599000.0,"Владивосток, Липовая улица, 2",1.0,23.4,3.4,7.0,1,Свободная продажа,1.0,есть,1973.0,Панельный,,9.0,1.0,Железобетонный,Ленточный,Закрытая с приготовлением горячей воды на ЦТП,396.0,,,,,1,,,,,,,,,,,,,,,,,,,,,43.09605,131.8968723065593
84,7200000.0,"Владивосток, улица Леонова, 66",,,,,1,,,,2011.0,Монолитный,"14/14, индивидуальный",24.0,1.0,Железобетонный,Бетонные столбы,,,Центральное,,,,0,,,C,,,,,,,,,,,,,,,,,,43.087293,131.8559007
85,7100000.0,"Владивосток, улица Майора Филипова, 10к",,38.0,7.0,9.0,1,Свободная продажа,,,2023.0,Монолитный,,24.0,,Железобетонный,,Центральное,219.0,,,,,1,,,,,,"19,4 м2","2,6",,,Меньше трех,,,2.0,,,,,,,,43.1683882,131.9461452
86,5600000.0,"Владивосток, улица Амурская, 22",1.0,30.4,8.0,4.0,1,,1.0,,1967.0,Панельный,1-панельный,5.0,,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,Центральное,,,0,,,,,,,,,,,,,,,,,,,,,43.1361962,131.8952567
87,16000000.0,"Владивосток, Аксаковская улица, 3",,47.5,,8.0,1,,,,2018.0,Монолитный,,24.0,,Железобетонный,,Центральное,,,,,,0,,2019.0,,,,,,,,,,,,,,,,,,,43.1190309,131.8972206
88,11100000.0,"Владивосток, улица Шошина, 17а",3.0,80.0,9.0,4.0,1,Свободная продажа,,есть,1980.0,Панельный,1-панельный,9.0,1.0,Железобетонный,Ленточный,Закрытая с приготовлением горячей воды на ЦТП,,,,,,0,,,,,,71 м2,,,,,"во двор, на лес, на улицу",,,,,,,,,,43.1523081,131.92468790131372
89,8120000.0,"Владивосток, улица Нестерова, 1",2.0,58.0,,13.0,0,,,,2021.0,Монолитно-кирпичный,,25.0,,Железобетонный,,Поквартирный котел,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.100162,131.946842
90,12150000.0,"Владивосток, улица Адмирала Кузнецова, 92",4.0,140.0,33.0,1.0,1,Свободная продажа,1.0,есть,1990.0,Панельный,,10.0,1.0,Железобетонный,Иной,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,,,,1,,,,,,,,,,,,,,,,,,,,,43.116462049999996,131.95253349314612
91,3600000.0,"Владивосток, улица Морозова, 7",1.0,16.5,3.0,2.0,1,,,есть,1983.0,Кирпичный,v-кирпичный,9.0,1.0,Железобетонный,Иной,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,,,,,0,,,,,1.0,,,,,,,,,,,,,,,,43.0924828,131.8642764
92,11700000.0,"Владивосток, улица Толстого, 25",3.0,70.8,12.0,4.0,1,,1.0,есть,1986.0,Панельный,,9.0,1.0,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,,,,1,,,,,,,,,,,,,,,,,,,,,43.1217229,131.9096875
93,10000000.0,"Владивосток, Артековская улица, 7",3.0,67.9,12.8,4.0,0,Свободная продажа,,есть,1993.0,Панельный,,10.0,,Железобетонный,,Центральное,,,,,,0,,,,,,"42,1 м2",,нет,,,,,,,,,,,,,43.209236700000005,132.1481407
94,12900000.0,"Владивосток, Можайская улица, 14",3.0,60.0,15.0,19.0,1,,1.0,,2021.0,Кирпичный,,24.0,,Железобетонный,,Центральное,233.0,,,,,1,,,,,,,,,,,,,,,,,,,,,43.0878371,131.96095888911066
95,8500000.0,"Владивосток, 2",2.0,62.4,1.0,3.0,0,,,,2021.0,Монолитный,,4.0,,Железобетонный,,Центральное,72.0,,,,,0,,,,,,,,,,,,,,,,,,,,,43.254036049999996,132.00916640629424
